,Name,Price,Year,Make,Model,Body Type
2403,infiniti qx60,44200,2018,infiniti,qx60,sport utility
2404,infiniti qx80,66300,2018,infiniti,qx80,sport utility
2405,infiniti q50,44400,2019,infiniti,q50,sedan
2406,infiniti q60,48825,2019,infiniti,q60,coupe
2407,infiniti q70,58950,2019,infiniti,q70,sedan
2408,infiniti qx30,35775,2019,infiniti,qx30,sport utility
2409,infiniti qx50,40850,2019,infiniti,qx50,sport utility
2410,infiniti qx60,45925,2019,infiniti,qx60,sport utility
2411,infiniti qx80,77750,2019,infiniti,qx80,sport utility
2412,isuzu ascender,28449,2004,isuzu,ascender,sport utility
2413,isuzu axiom,27674,2004,isuzu,axiom,sport utility
2414,isuzu rodeo,22749,2004,isuzu,rodeo,sport utility
2415,isuzu ascender,28678,2005,isuzu,ascender,sport utility
2416,isuzu ascender,28576,2006,isuzu,ascender,sport utility
2417,isuzu i-280,17989,2006,isuzu,i-280,truck
2418,isuzu i-350,27358,2006,isuzu,i-350,truck
2419,isuzu ascender,26959,2007,isuzu,ascender,sport utility
2420,isuzu i-290,17989,2007,isuzu,i-290,truck
2421,isuzu i-370,24218,2007,isuzu,i-370,truck
2422,isuzu ascender,28149,2008,isuzu,ascender,sport utility
2423,isuzu i-290,17799,2008,isuzu,i-290,truck
2424,isuzu i-370,25564,2008,isuzu,i-370,truck
2425,jaguar s-type,53092,2004,jaguar,s-type,sedan
2426,jaguar x-type,31530,2004,jaguar,x-type,wagon
2427,jaguar xj series,59830,2004,jaguar,xj series,sedan
2428,jaguar xk series,71830,2004,jaguar,xk series,convertible
2429,jaguar s-type,51780,2005,jaguar,s-type,sedan
2430,jaguar x-type,33330,2005,jaguar,x-type,wagon
2431,jaguar xj series,63830,2005,jaguar,xj series,sedan
2432,jaguar xk series,72330,2005,jaguar,xk series,convertible
2433,jaguar s-type,54330,2006,jaguar,s-type,sedan
2434,jaguar x-type,34330,2006,jaguar,x-type,wagon
2435,jaguar xj series,79330,2006,jaguar,xj series,sedan
2436,jaguar xk series,84830,2006,jaguar,xk series,convertible
2437,jaguar s-type,55835,2007,jaguar,s-type,sedan
2438,jaguar x-type,36830,2007,jaguar,x-type,wagon
2439,jaguar xj series,83085,2007,jaguar,xj series,sedan
2440,jaguar xk series,83335,2007,jaguar,xk series,convertible
2441,jaguar s-type,56335,2008,jaguar,s-type,sedan
2442,jaguar x-type,37195,2008,jaguar,x-type,wagon
2443,jaguar xj series,83585,2008,jaguar,xj series,sedan
2444,jaguar xk series,83435,2008,jaguar,xk series,convertible
2445,jaguar xf,56450,2009,jaguar,xf,wagon
2446,jaguar xj series,90150,2009,jaguar,xj series,sedan
2447,jaguar xk series,88950,2009,jaguar,xk series,convertible
2448,jaguar xf,65150,2010,jaguar,xf,wagon
2449,jaguar xk series,91650,2010,jaguar,xk series,convertible
2450,jaguar xf,66050,2011,jaguar,xf,wagon
2451,jaguar xj series,92950,2011,jaguar,xj series,sedan
2452,jaguar xk series,93812,2011,jaguar,xk series,convertible
2453,jaguar xf,67500,2012,jaguar,xf,wagon
2454,jaguar xj series,95700,2012,jaguar,xj series,sedan
2455,jaguar xk series,111250,2012,jaguar,xk series,convertible
2456,jaguar xf,72987,2013,jaguar,xf,wagon
2457,jaguar xj series,114100,2013,jaguar,xj series,sedan
2458,jaguar xk series,108500,2013,jaguar,xk series,convertible
2459,jaguar f-type,80500,2014,jaguar,f-type,convertible
2460,jaguar xf,72987,2014,jaguar,xf,wagon
2461,jaguar xj series,96600,2014,jaguar,xj series,sedan
2462,jaguar xk series,108500,2014,jaguar,xk series,convertible
2463,jaguar f-type,82000,2015,jaguar,f-type,convertible
2464,jaguar xf,74587,2015,jaguar,xf,wagon
2465,jaguar xj series,96600,2015,jaguar,xj series,sedan
2466,jaguar xk series,111250,2015,jaguar,xk series,convertible
2467,jaguar f-type,115000,2016,jaguar,f-type,convertible
2468,jaguar xf,58800,2016,jaguar,xf,wagon
2469,jaguar xj series,97700,2016,jaguar,xj series,sedan
2470,jaguar f-pace,56345,2017,jaguar,f-pace,sport utility
2471,jaguar f-type,95100,2017,jaguar,f-type,convertible
2472,jaguar xe,46450,2017,jaguar,xe,sedan
2473,jaguar xf,57225,2017,jaguar,xf,wagon
2474,jaguar xj series,97700,2017,jaguar,xj series,sedan
2475,jaguar e-pace,46075,2018,jaguar,e-pace,sport utility
2476,jaguar f-pace,52632,2018,jaguar,f-pace,sport utility
2477,jaguar f-type,92450,2018,jaguar,f-type,convertible
2478,jaguar xe,47567,2018,jaguar,xe,sedan
2479,jaguar xf,59937,2018,jaguar,xf,wagon
2480,jaguar xj series,98900,2018,jaguar,xj series,sedan
2481,jaguar e-pace,45725,2019,jaguar,e-pace,sport utility
2482,jaguar f-pace,62295,2019,jaguar,f-pace,sport utility
2483,jaguar f-type,93300,2019,jaguar,f-type,convertible
2484,jaguar i-pace,77700,2019,jaguar,i-pace,sport utility
2485,jaguar xe,112247,2019,jaguar,xe,sedan
2486,jaguar xf,60590,2019,jaguar,xf,wagon
2487,jaguar xj series,99200,2019,jaguar,xj series,sedan
2488,jeep grand cherokee,33772,2004,jeep,grand cherokee,sport utility
2489,jeep liberty,21610,2004,jeep,liberty,sport utility
2490,jeep wrangler,21042,2004,jeep,wrangler,sport utility
2491,jeep grand cherokee,30362,2005,jeep,grand cherokee,sport utility
2492,jeep liberty,22302,2005,jeep,liberty,sport utility
2493,jeep wrangler,23167,2005,jeep,wrangler,sport utility
2494,jeep commander,32972,2006,jeep,commander,sport utility
2495,jeep grand cherokee,35047,2006,jeep,grand cherokee,sport utility
2496,jeep liberty,23740,2006,jeep,liberty,sport utility
2497,jeep wrangler,23660,2006,jeep,wrangler,sport utility
2498,jeep commander,36415,2007,jeep,commander,sport utility
2499,jeep compass,18800,2007,jeep,compass,sport utility
2500,jeep grand cherokee,35627,2007,jeep,grand cherokee,sport utility
2501,jeep liberty,24172,2007,jeep,liberty,sport utility
2502,jeep patriot,18052,2007,jeep,patriot,sport utility
2503,jeep wrangler,23925,2007,jeep,wrangler,sport utility
2504,jeep commander,35997,2008,jeep,commander,sport utility
2505,jeep compass,20340,2008,jeep,compass,sport utility
2506,jeep grand cherokee,36355,2008,jeep,grand cherokee,sport utility
2507,jeep liberty,23865,2008,jeep,liberty,sport utility
2508,jeep patriot,19670,2008,jeep,patriot,sport utility
2509,jeep wrangler,24872,2008,jeep,wrangler,sport utility
2510,jeep commander,37745,2009,jeep,commander,sport utility
2511,jeep compass,21520,2009,jeep,compass,sport utility
2512,jeep grand cherokee,37647,2009,jeep,grand cherokee,sport utility
2513,jeep liberty,25372,2009,jeep,liberty,sport utility
2514,jeep patriot,20760,2009,jeep,patriot,sport utility
2515,jeep wrangler,26400,2009,jeep,wrangler,sport utility
2516,jeep commander,37202,2010,jeep,commander,sport utility
2517,jeep compass,20250,2010,jeep,compass,sport utility
2518,jeep grand cherokee,37017,2010,jeep,grand cherokee,sport utility
2519,jeep liberty,25995,2010,jeep,liberty,sport utility
2520,jeep patriot,19957,2010,jeep,patriot,sport utility
2521,jeep wrangler,26607,2010,jeep,wrangler,sport utility
2522,jeep compass,22645,2011,jeep,compass,sport utility
2523,jeep grand cherokee,36255,2011,jeep,grand cherokee,sport utility
2524,jeep liberty,25750,2011,jeep,liberty,sport utility
2525,jeep patriot,19945,2011,jeep,patriot,sport utility
2526,jeep wrangler,27682,2011,jeep,wrangler,sport utility
2527,jeep compass,22670,2012,jeep,compass,sport utility
2528,jeep grand cherokee,40932,2012,jeep,grand cherokee,sport utility
2529,jeep liberty,26195,2012,jeep,liberty,sport utility
2530,jeep patriot,20662,2012,jeep,patriot,sport utility
2531,jeep wrangler,27907,2012,jeep,wrangler,sport utility
2532,jeep compass,22945,2013,jeep,compass,sport utility
2533,jeep grand cherokee,43995,2013,jeep,grand cherokee,sport utility
2534,jeep patriot,20845,2013,jeep,patriot,sport utility
2535,jeep wrangler,28295,2013,jeep,wrangler,sport utility
2536,jeep cherokee,26545,2014,jeep,cherokee,sport utility
2537,jeep compass,23395,2014,jeep,compass,sport utility
2538,jeep grand cherokee,46937,2014,jeep,grand cherokee,sport utility
2539,jeep patriot,21395,2014,jeep,patriot,sport utility
2540,jeep wrangler,28695,2014,jeep,wrangler,sport utility
2541,jeep cherokee,26995,2015,jeep,cherokee,sport utility
2542,jeep compass,23895,2015,jeep,compass,sport utility
2543,jeep grand cherokee,47445,2015,jeep,grand cherokee,sport utility
2544,jeep patriot,21895,2015,jeep,patriot,sport utility
2545,jeep renegade,22395,2015,jeep,renegade,sport utility
2546,jeep wrangler,29495,2015,jeep,wrangler,sport utility
2547,jeep cherokee,30945,2016,jeep,cherokee,sport utility
2548,jeep compass,22845,2016,jeep,compass,sport utility
2549,jeep grand cherokee,47845,2016,jeep,grand cherokee,sport utility
2550,jeep patriot,21645,2016,jeep,patriot,sport utility
2551,jeep renegade,22495,2016,jeep,renegade,sport utility
2552,jeep wrangler,30445,2016,jeep,wrangler,sport utility
2553,jeep cherokee,30695,2017,jeep,cherokee,sport utility
2554,jeep compass,24467,2017,jeep,compass,sport utility
2555,jeep grand cherokee,48645,2017,jeep,grand cherokee,sport utility
2556,jeep patriot,21940,2017,jeep,patriot,sport utility
2557,jeep renegade,22595,2017,jeep,renegade,sport utility
2558,jeep wrangler,30720,2017,jeep,wrangler,sport utility
2559,jeep cherokee,30867,2018,jeep,cherokee,sport utility
2560,jeep compass,25145,2018,jeep,compass,sport utility
2561,jeep grand cherokee,58547,2018,jeep,grand cherokee,sport utility
2562,jeep renegade,23097,2018,jeep,renegade,sport utility
2563,jeep wrangler,32720,2018,jeep,wrangler,sport utility
2564,jeep cherokee,31520,2019,jeep,cherokee,sport utility
2565,jeep compass,25770,2019,jeep,compass,sport utility
2566,jeep grand cherokee,59422,2019,jeep,grand cherokee,sport utility
2567,jeep renegade,24960,2019,jeep,renegade,sport utility
2568,jeep wrangler,34795,2019,jeep,wrangler,sport utility
2569,kia amanti,24995,2004,kia,amanti,sedan
2570,kia optima,17897,2004,kia,optima,sedan
2571,kia rio,10990,2004,kia,rio,hatchback
2572,kia sedona,21030,2004,kia,sedona,van
2573,kia sorento,21922,2004,kia,sorento,sport utility
2574,kia spectra,13442,2004,kia,spectra,sedan
2575,kia amanti,25500,2005,kia,amanti,sedan
2576,kia optima,18195,2005,kia,optima,sedan
2577,kia rio,11460,2005,kia,rio,hatchback
2578,kia sedona,22250,2005,kia,sedona,van
2579,kia sorento,22495,2005,kia,sorento,sport utility
2580,kia spectra,14537,2005,kia,spectra,sedan
2581,kia spectra5,15737,2005,kia,spectra5,hatchback
2582,kia sportage,18800,2005,kia,sportage,sport utility
2583,kia amanti,27995,2006,kia,amanti,sedan
2584,kia optima,18377,2006,kia,optima,sedan
2585,kia rio,12157,2006,kia,rio,hatchback
2586,kia rio5,14172,2006,kia,rio5,hatchback
2587,kia sedona,24495,2006,kia,sedona,van
2588,kia sorento,23045,2006,kia,sorento,sport utility
2589,kia spectra,14945,2006,kia,spectra,sedan
2590,kia spectra5,16495,2006,kia,spectra5,hatchback
2591,kia sportage,19322,2006,kia,sportage,sport utility
2592,kia amanti,25495,2007,kia,amanti,sedan
2593,kia optima,18377,2007,kia,optima,sedan
2594,kia rio,12557,2007,kia,rio,hatchback
2595,kia rio5,14172,2007,kia,rio5,hatchback
2596,kia rondo,18295,2007,kia,rondo,wagon
2597,kia sedona,23445,2007,kia,sedona,van
2598,kia sorento,23095,2007,kia,sorento,sport utility
2599,kia spectra,14945,2007,kia,spectra,sedan
2600,kia spectra5,16495,2007,kia,spectra5,hatchback
2601,kia sportage,19397,2007,kia,sportage,sport utility
2602,kia amanti,25495,2008,kia,amanti,sedan
2603,kia optima,18827,2008,kia,optima,sedan
2604,kia rio,12677,2008,kia,rio,hatchback
2605,kia rio5,13815,2008,kia,rio5,hatchback
2606,kia rondo,18295,2008,kia,rondo,wagon
2607,kia sedona,23445,2008,kia,sedona,van
2608,kia sorento,23445,2008,kia,sorento,sport utility
2609,kia spectra,14945,2008,kia,spectra,sedan
2610,kia spectra5,16495,2008,kia,spectra5,hatchback
2611,kia sportage,19472,2008,kia,sportage,sport utility
2612,kia amanti,26045,2009,kia,amanti,sedan
2613,kia borrego,33120,2009,kia,borrego,sport utility
2614,kia optima,19820,2009,kia,optima,sedan
2615,kia rio,13185,2009,kia,rio,hatchback
2616,kia rio5,14225,2009,kia,rio5,hatchback
2617,kia rondo,19895,2009,kia,rondo,wagon
2618,kia sedona,24495,2009,kia,sedona,van
2619,kia sorento,24395,2009,kia,sorento,sport utility
2620,kia spectra,15500,2009,kia,spectra,sedan
2621,kia spectra5,17195,2009,kia,spectra5,hatchback
2622,kia sportage,20047,2009,kia,sportage,sport utility
2623,kia forte,16095,2010,kia,forte,sedan
2624,kia forte koup,17645,2010,kia,forte koup,coupe
2625,kia optima,20395,2010,kia,optima,sedan
2626,kia rio,13745,2010,kia,rio,hatchback
2627,kia rio5,14995,2010,kia,rio5,hatchback
2628,kia rondo,19195,2010,kia,rondo,wagon
2629,kia sedona,25445,2010,kia,sedona,van
2630,kia soul,15747,2010,kia,soul,wagon
2631,kia sportage,20245,2010,kia,sportage,sport utility
2632,kia forte,17195,2011,kia,forte,sedan
2633,kia forte koup,18195,2011,kia,forte koup,coupe
2634,kia optima,22850,2011,kia,optima,sedan
2635,kia rio,14195,2011,kia,rio,hatchback
2636,kia rio5,15745,2011,kia,rio5,hatchback
2637,kia sedona,26895,2011,kia,sedona,van
2638,kia sorento,27645,2011,kia,sorento,sport utility
2639,kia soul,15897,2011,kia,soul,wagon
2640,kia sportage,22795,2011,kia,sportage,sport utility
2641,kia forte,17400,2012,kia,forte,sedan
2642,kia forte koup,18400,2012,kia,forte koup,coupe
2643,kia optima,23000,2012,kia,optima,sedan
2644,kia rio,15550,2012,kia,rio,hatchback
2645,kia sedona,27045,2012,kia,sedona,van
2646,kia sorento,28050,2012,kia,sorento,sport utility
2647,kia soul,16750,2012,kia,soul,wagon
2648,kia sportage,23450,2012,kia,sportage,sport utility
2649,kia forte,17600,2013,kia,forte,sedan
2650,kia forte koup,18600,2013,kia,forte koup,coupe
2651,kia optima,26650,2013,kia,optima,sedan
2652,kia rio,15750,2013,kia,rio,hatchback
2653,kia sorento,28275,2013,kia,sorento,sport utility
2654,kia soul,17150,2013,kia,soul,wagon
2655,kia sportage,23700,2013,kia,sportage,sport utility
2656,kia cadenza,38750,2014,kia,cadenza,sedan
2657,kia forte,18900,2014,kia,forte,sedan
2658,kia forte koup,20600,2014,kia,forte koup,coupe
2659,kia optima,28400,2014,kia,optima,sedan
2660,kia rio,15995,2014,kia,rio,hatchback
2661,kia sedona,28400,2014,kia,sedona,van
2662,kia sorento,32100,2014,kia,sorento,sport utility
2663,kia soul,17700,2014,kia,soul,wagon
2664,kia sportage,25000,2014,kia,sportage,sport utility
2665,kia cadenza,39350,2015,kia,cadenza,sedan
2666,kia forte,18890,2015,kia,forte,sedan
2667,kia forte koup,20090,2015,kia,forte koup,coupe
2668,kia k900,57200,2015,kia,k900,sedan
2669,kia optima,28670,2015,kia,optima,sedan
2670,kia rio,16140,2015,kia,rio,hatchback
2671,kia sedona,32900,2015,kia,sedona,van
2672,kia sorento,33000,2015,kia,sorento,sport utility
2673,kia soul,25445,2015,kia,soul,wagon
2674,kia sportage,25750,2015,kia,sportage,sport utility
2675,kia cadenza,38540,2016,kia,cadenza,sedan
2676,kia forte,18990,2016,kia,forte,sedan
2677,kia forte koup,20790,2016,kia,forte koup,coupe
2678,kia k900,55450,2016,kia,k900,sedan
2679,kia optima,29090,2016,kia,optima,sedan
2680,kia rio,17535,2016,kia,rio,hatchback
2681,kia sedona,33150,2016,kia,sedona,van
2682,kia sorento,34200,2016,kia,sorento,sport utility
2683,kia soul,25925,2016,kia,soul,wagon
2684,kia sportage,26820,2016,kia,sportage,sport utility
2685,kia cadenza,38190,2017,kia,cadenza,sedan
2686,kia forte,21300,2017,kia,forte,sedan
2687,kia k900,55900,2017,kia,k900,sedan
2688,kia niro,26270,2017,kia,niro,sport utility
2689,kia optima,29145,2017,kia,optima,sedan
2690,kia rio,17535,2017,kia,rio,hatchback
2691,kia sedona,34400,2017,kia,sedona,van
2692,kia sorento,35750,2017,kia,sorento,sport utility
2693,kia soul,26025,2017,kia,soul,wagon
2694,kia sportage,28700,2017,kia,sportage,sport utility
2695,kia cadenza,38490,2018,kia,cadenza,sedan
2696,kia forte,21450,2018,kia,forte,sedan
2697,kia k900,56400,2018,kia,k900,sedan
2698,kia niro,28920,2018,kia,niro,sport utility
2699,kia optima,28905,2018,kia,optima,sedan
2700,kia rio,16300,2018,kia,rio,hatchback
2701,kia sedona,34500,2018,kia,sedona,van
2702,kia sorento,36100,2018,kia,sorento,sport utility
2703,kia soul,26075,2018,kia,soul,wagon
2704,kia sportage,29000,2018,kia,sportage,sport utility
2705,kia stinger,41650,2018,kia,stinger,hatchback
2706,kia cadenza,38600,2019,kia,cadenza,sedan
2707,kia forte,19890,2019,kia,forte,sedan
2708,kia k900,59900,2019,kia,k900,sedan
2709,kia niro,29345,2019,kia,niro,sport utility
2710,kia optima,29190,2019,kia,optima,sedan
2711,kia rio,15940,2019,kia,rio,hatchback
2712,kia sedona,34150,2019,kia,sedona,van
2713,kia sorento,36390,2019,kia,sorento,sport utility
2714,kia soul,26220,2019,kia,soul,wagon
2715,kia sportage,29175,2019,kia,sportage,sport utility
2716,kia stinger,42695,2019,kia,stinger,hatchback
2717,lamborghini gallardo,165900,2004,lamborghini,gallardo,convertible
2718,lamborghini murcielago,279900,2004,lamborghini,murcielago,convertible
2719,lamborghini gallardo,175000,2005,lamborghini,gallardo,convertible
2720,lamborghini murcielago,299575,2005,lamborghini,murcielago,convertible
2721,lamborghini gallardo,184185,2006,lamborghini,gallardo,convertible
2722,lamborghini murcielago,309525,2006,lamborghini,murcielago,convertible
2723,lamborghini gallardo,189575,2007,lamborghini,gallardo,convertible
2724,lamborghini murcielago,328050,2007,lamborghini,murcielago,convertible
2725,lamborghini gallardo,205970,2008,lamborghini,gallardo,convertible
2726,lamborghini murcielago,349400,2008,lamborghini,murcielago,convertible
2727,lamborghini gallardo,209500,2009,lamborghini,gallardo,convertible
2728,lamborghini murcielago,368200,2009,lamborghini,murcielago,convertible
2729,lamborghini gallardo,209500,2010,lamborghini,gallardo,convertible
2730,lamborghini murcielago,402000,2010,lamborghini,murcielago,convertible
2731,lamborghini gallardo,227547,2011,lamborghini,gallardo,convertible
2732,lamborghini aventador,389995,2012,lamborghini,aventador,convertible
2733,lamborghini gallardo,222100,2012,lamborghini,gallardo,convertible
2734,lamborghini aventador,419550,2013,lamborghini,aventador,convertible
2735,lamborghini gallardo,219100,2013,lamborghini,gallardo,convertible
2736,lamborghini aventador,473150,2014,lamborghini,aventador,convertible
2737,lamborghini gallardo,220500,2014,lamborghini,gallardo,convertible
2738,lamborghini aventador,473150,2015,lamborghini,aventador,convertible
2739,lamborghini huracan,237250,2015,lamborghini,huracan,convertible
2740,lamborghini aventador,467500,2016,lamborghini,aventador,convertible
2741,lamborghini huracan,231075,2016,lamborghini,huracan,convertible
2742,lamborghini aventador,467500,2017,lamborghini,aventador,convertible
2743,lamborghini huracan,231075,2017,lamborghini,huracan,convertible
2744,lamborghini aventador,438948,2018,lamborghini,aventador,convertible
2745,lamborghini huracan,237095,2018,lamborghini,huracan,convertible
2746,lamborghini aventador,438948,2019,lamborghini,aventador,convertible
2747,lamborghini huracan,256266,2019,lamborghini,huracan,convertible
2748,lamborghini urus,200000,2019,lamborghini,urus,sport utility
2749,land rover discovery,37507,2004,land rover,discovery,sport utility
2750,land rover freelander,26830,2004,land rover,freelander,sport utility
2751,land rover range rover,84035,2004,land rover,range rover,sport utility
2752,land rover freelander,26830,2005,land rover,freelander,sport utility
2753,land rover lr3,43807,2005,land rover,lr3,sport utility
2754,land rover range rover,79210,2005,land rover,range rover,sport utility
2755,land rover lr3,45635,2006,land rover,lr3,sport utility
2756,land rover range rover,82535,2006,land rover,range rover,sport utility
2757,land rover range rover sport,63035,2006,land rover,range rover sport,sport utility
2758,land rover lr3,47335,2007,land rover,lr3,sport utility
2759,land rover range rover,84285,2007,land rover,range rover,sport utility
2760,land rover range rover sport,63885,2007,land rover,range rover sport,sport utility
2761,land rover lr2,34680,2008,land rover,lr2,sport utility
2762,land rover lr3,51275,2008,land rover,lr3,sport utility
2763,land rover range rover,85000,2008,land rover,range rover,sport utility
2764,land rover range rover sport,64450,2008,land rover,range rover sport,sport utility
2765,land rover lr2,35375,2009,land rover,lr2,sport utility
2766,land rover lr3,45975,2009,land rover,lr3,sport utility
2767,land rover range rover,85500,2009,land rover,range rover,sport utility
2768,land rover range rover sport,65100,2009,land rover,range rover sport,sport utility
2769,land rover lr2,35500,2010,land rover,lr2,sport utility
2770,land rover lr4,47250,2010,land rover,lr4,sport utility
2771,land rover range rover,86350,2010,land rover,range rover,sport utility
2772,land rover range rover sport,66495,2010,land rover,range rover sport,sport utility
2773,land rover lr2,35700,2011,land rover,lr2,sport utility
2774,land rover lr4,49775,2011,land rover,lr4,sport utility
2775,land rover range rover,86725,2011,land rover,range rover,sport utility
2776,land rover range rover sport,67095,2011,land rover,range rover sport,sport utility
2777,land rover lr2,35700,2012,land rover,lr2,sport utility
2778,land rover lr4,48900,2012,land rover,lr4,sport utility
2779,land rover range rover,87122,2012,land rover,range rover,sport utility
2780,land rover range rover evoque,42645,2012,land rover,range rover evoque,convertible
2781,land rover range rover sport,67645,2012,land rover,range rover sport,sport utility
2782,land rover lr2,36400,2013,land rover,lr2,sport utility
2783,land rover lr4,49100,2013,land rover,lr4,sport utility
2784,land rover range rover,90875,2013,land rover,range rover,sport utility
2785,land rover range rover evoque,42645,2013,land rover,range rover evoque,convertible
2786,land rover range rover sport,68395,2013,land rover,range rover sport,sport utility
2787,land rover lr2,36600,2014,land rover,lr2,sport utility
2788,land rover lr4,49700,2014,land rover,lr4,sport utility
2789,land rover range rover,133702,2014,land rover,range rover,sport utility
2790,land rover range rover evoque,49200,2014,land rover,range rover evoque,convertible
2791,land rover range rover sport,77500,2014,land rover,range rover sport,sport utility
2792,land rover discovery sport,41320,2015,land rover,discovery sport,sport utility
2793,land rover lr2,36600,2015,land rover,lr2,sport utility
2794,land rover lr4,50400,2015,land rover,lr4,sport utility
2795,land rover range rover,134995,2015,land rover,range rover,sport utility
2796,land rover range rover evoque,50550,2015,land rover,range rover evoque,convertible
2797,land rover range rover sport,86912,2015,land rover,range rover sport,sport utility
2798,land rover discovery sport,41705,2016,land rover,discovery sport,sport utility
2799,land rover lr4,50900,2016,land rover,lr4,sport utility
2800,land rover range rover,164725,2016,land rover,range rover,sport utility
2801,land rover range rover evoque,51125,2016,land rover,range rover evoque,convertible
2802,land rover range rover sport,88150,2016,land rover,range rover sport,sport utility
2803,land rover discovery,61970,2017,land rover,discovery,sport utility
2804,land rover discovery sport,42145,2017,land rover,discovery sport,sport utility
2805,land rover range rover,142800,2017,land rover,range rover,sport utility
2806,land rover range rover evoque,52150,2017,land rover,range rover evoque,convertible
2807,land rover range rover sport,88500,2017,land rover,range rover sport,sport utility
2808,land rover discovery,59790,2018,land rover,discovery,sport utility
2809,land rover discovery sport,45345,2018,land rover,discovery sport,sport utility
2810,land rover range rover,147625,2018,land rover,range rover,sport utility
2811,land rover range rover evoque,53700,2018,land rover,range rover evoque,convertible
2812,land rover range rover sport,90175,2018,land rover,range rover sport,sport utility
2813,land rover range rover velar,69600,2018,land rover,range rover velar,sport utility
2814,land rover discovery,60700,2019,land rover,discovery,sport utility
2815,land rover discovery sport,45345,2019,land rover,discovery sport,sport utility
2816,land rover range rover,148680,2019,land rover,range rover,sport utility
2817,land rover range rover evoque,53700,2019,land rover,range rover evoque,convertible
2818,land rover range rover sport,90175,2019,land rover,range rover sport,sport utility
2819,land rover range rover velar,61800,2019,land rover,range rover velar,sport utility
2820,lexus es models,31725,2004,lexus,es models,sedan
2821,lexus gs models,38875,2004,lexus,gs models,sedan
2822,lexus gx models,45375,2004,lexus,gx models,sport utility
2823,lexus is models,30120,2004,lexus,is models,sedan
2824,lexus ls models,55375,2004,lexus,ls models,sedan
2825,lexus lx models,64475,2004,lexus,lx models,sport utility
2826,lexus rx models,35975,2004,lexus,rx models,sport utility
2827,lexus sc models,62875,2004,lexus,sc models,convertible
2828,lexus es models,32175,2005,lexus,es models,sedan
2829,lexus gs models,38875,2005,lexus,gs models,sedan
2830,lexus gx models,46225,2005,lexus,gx models,sport utility
2831,lexus is models,30420,2005,lexus,is models,sedan
2832,lexus ls models,56225,2005,lexus,ls models,sedan
2833,lexus lx models,65225,2005,lexus,lx models,sport utility
2834,lexus rx models,36725,2005,lexus,rx models,sport utility
2835,lexus sc models,63575,2005,lexus,sc models,convertible
2836,lexus es models,32300,2006,lexus,es models,sedan
2837,lexus gs models,51375,2006,lexus,gs models,sedan
2838,lexus gx models,46635,2006,lexus,gx models,sport utility
2839,lexus is models,32137,2006,lexus,is models,sedan
2840,lexus ls models,56525,2006,lexus,ls models,sedan
2841,lexus lx models,67395,2006,lexus,lx models,sport utility
2842,lexus rx models,45360,2006,lexus,rx models,sport utility
2843,lexus sc models,65355,2006,lexus,sc models,convertible
2844,lexus es models,33470,2007,lexus,es models,sedan
2845,lexus gs models,54900,2007,lexus,gs models,sedan
2846,lexus gx models,46635,2007,lexus,gx models,sport utility
2847,lexus is models,32270,2007,lexus,is models,sedan
2848,lexus ls models,66000,2007,lexus,ls models,sedan
2849,lexus lx models,67395,2007,lexus,lx models,sport utility
2850,lexus rx models,38100,2007,lexus,rx models,sport utility
2851,lexus sc models,65455,2007,lexus,sc models,convertible
2852,lexus es models,34120,2008,lexus,es models,sedan
2853,lexus gs models,45525,2008,lexus,gs models,sedan
2854,lexus gx models,47315,2008,lexus,gx models,sport utility
2855,lexus is models,56000,2008,lexus,is models,sedan
2856,lexus ls models,67900,2008,lexus,ls models,sedan
2857,lexus lx models,74700,2008,lexus,lx models,sport utility
2858,lexus rx models,42780,2008,lexus,rx models,sport utility
2859,lexus sc models,66355,2008,lexus,sc models,convertible
2860,lexus es models,34470,2009,lexus,es models,sedan
2861,lexus gs models,45975,2009,lexus,gs models,sedan
2862,lexus gx models,47615,2009,lexus,gx models,sport utility
2863,lexus is models,56760,2009,lexus,is models,sedan
2864,lexus ls models,70542,2009,lexus,ls models,sedan
2865,lexus lx models,75855,2009,lexus,lx models,sport utility
2866,lexus rx models,38400,2009,lexus,rx models,sport utility
2867,lexus sc models,66805,2009,lexus,sc models,convertible
2868,lexus es models,35175,2010,lexus,es models,sedan
2869,lexus gs models,46575,2010,lexus,gs models,sedan
2870,lexus gx models,54367,2010,lexus,gx models,sport utility
2871,lexus hs 250h,36035,2010,lexus,hs 250h,hatchback
2872,lexus is models,37595,2010,lexus,is models,sedan
2873,lexus ls models,108800,2010,lexus,ls models,sedan
2874,lexus lx models,76905,2010,lexus,lx models,sport utility
2875,lexus rx models,38325,2010,lexus,rx models,sport utility
2876,lexus sc models,68405,2010,lexus,sc models,convertible
2877,lexus ct 200h,30010,2011,lexus,ct 200h,hatchback
2878,lexus es models,36725,2011,lexus,es models,sedan
2879,lexus gs models,55370,2011,lexus,gs models,sedan
2880,lexus gx models,55442,2011,lexus,gx models,sport utility
2881,lexus hs 250h,37715,2011,lexus,hs 250h,hatchback
2882,lexus is models,35110,2011,lexus,is models,sedan
2883,lexus ls models,71055,2011,lexus,ls models,sedan
2884,lexus lx models,79455,2011,lexus,lx models,sport utility
2885,lexus rx models,45530,2011,lexus,rx models,sport utility
2886,lexus ct 200h,30435,2012,lexus,ct 200h,hatchback
2887,lexus es models,36725,2012,lexus,es models,sedan
2888,lexus gx models,55642,2012,lexus,gx models,sport utility
