,Name,Price,Year,Make,Model,Body Type
537,bmw x1,35150,2015,bmw,x1,sport utility
538,bmw x3,42000,2015,bmw,x3,sport utility
539,bmw x4,46350,2015,bmw,x4,sport utility
540,bmw x5,62000,2015,bmw,x5,sport utility
541,bmw x5 m,98700,2015,bmw,x5 m,sport utility
542,bmw x6,66250,2015,bmw,x6,sport utility
543,bmw x6 m,102100,2015,bmw,x6 m,sport utility
544,bmw z4,57375,2015,bmw,z4,convertible
545,bmw i3,44325,2015,bmw,i3,hatchback
546,bmw i8,136500,2015,bmw,i8,convertible
547,bmw 2 series,37750,2016,bmw,2 series,convertible
548,bmw 3 series,49200,2016,bmw,3 series,wagon
549,bmw 4 series,47925,2016,bmw,4 series,convertible
550,bmw 5 series,72500,2016,bmw,5 series,sedan
551,bmw 6 series,82500,2016,bmw,6 series,hatchback
552,bmw 7 series,81300,2016,bmw,7 series,sedan
553,bmw m2,51700,2016,bmw,m2,coupe
554,bmw m3,63500,2016,bmw,m3,sedan
555,bmw m4,99452,2016,bmw,m4,convertible
556,bmw m5,94100,2016,bmw,m5,sedan
557,bmw m6,116550,2016,bmw,m6,coupe
558,bmw m6 gran coupe,117200,2016,bmw,m6 gran coupe,sedan
559,bmw x1,34800,2016,bmw,x1,sport utility
560,bmw x3,42875,2016,bmw,x3,sport utility
561,bmw x4,51525,2016,bmw,x4,sport utility
562,bmw x5,63100,2016,bmw,x5,sport utility
563,bmw x5 m,98800,2016,bmw,x5 m,sport utility
564,bmw x6,67950,2016,bmw,x6,sport utility
565,bmw x6 m,102200,2016,bmw,x6 m,sport utility
566,bmw z4,58025,2016,bmw,z4,convertible
567,bmw i3,44325,2016,bmw,i3,hatchback
568,bmw i8,140700,2016,bmw,i8,convertible
569,bmw 2 series,48750,2017,bmw,2 series,convertible
570,bmw 3 series,41850,2017,bmw,3 series,wagon
571,bmw 4 series,48300,2017,bmw,4 series,convertible
572,bmw 5 series,56450,2017,bmw,5 series,sedan
573,bmw 6 series,122500,2017,bmw,6 series,hatchback
574,bmw 7 series,81500,2017,bmw,7 series,sedan
575,bmw m2,52500,2017,bmw,m2,coupe
576,bmw m3,64000,2017,bmw,m3,sedan
577,bmw m4,70450,2017,bmw,m4,convertible
578,bmw m6,116850,2017,bmw,m6,coupe
579,bmw m6 gran coupe,117500,2017,bmw,m6 gran coupe,sedan
580,bmw x1,34750,2017,bmw,x1,sport utility
581,bmw x3,44500,2017,bmw,x3,sport utility
582,bmw x4,51825,2017,bmw,x4,sport utility
583,bmw x5,65125,2017,bmw,x5,sport utility
584,bmw x5 m,100700,2017,bmw,x5 m,sport utility
585,bmw x6,69975,2017,bmw,x6,sport utility
586,bmw x6 m,104100,2017,bmw,x6 m,sport utility
587,bmw i3,45350,2017,bmw,i3,hatchback
588,bmw i8,143400,2017,bmw,i8,convertible
589,bmw 2 series,37850,2018,bmw,2 series,convertible
590,bmw 3 series,36900,2018,bmw,3 series,wagon
591,bmw 4 series,47575,2018,bmw,4 series,convertible
592,bmw 5 series,52650,2018,bmw,5 series,sedan
593,bmw 6 series,96000,2018,bmw,6 series,hatchback
594,bmw 7 series,86100,2018,bmw,7 series,sedan
595,bmw m2,54500,2018,bmw,m2,coupe
596,bmw m3,82375,2018,bmw,m3,sedan
597,bmw m4,72950,2018,bmw,m4,convertible
598,bmw m5,102600,2018,bmw,m5,sedan
599,bmw m6,121050,2018,bmw,m6,coupe
600,bmw x1,34900,2018,bmw,x1,sport utility
601,bmw x2,37400,2018,bmw,x2,sport utility
602,bmw x3,48575,2018,bmw,x3,sport utility
603,bmw x4,53425,2018,bmw,x4,sport utility
604,bmw x5,65625,2018,bmw,x5,sport utility
605,bmw x5 m,101700,2018,bmw,x5 m,sport utility
606,bmw x6,70325,2018,bmw,x6,sport utility
607,bmw x6 m,105100,2018,bmw,x6 m,sport utility
608,bmw i3,47975,2018,bmw,i3,hatchback
609,bmw 2 series,38200,2019,bmw,2 series,convertible
610,bmw 3 series,43625,2019,bmw,3 series,wagon
611,bmw 4 series,57600,2019,bmw,4 series,convertible
612,bmw 5 series,55700,2019,bmw,5 series,sedan
613,bmw 6 series,124400,2019,bmw,6 series,hatchback
614,bmw 7 series,96950,2019,bmw,7 series,sedan
615,bmw 8 series,116650,2019,bmw,8 series,convertible
616,bmw m2,58900,2019,bmw,m2,coupe
617,bmw m4,86125,2019,bmw,m4,convertible
618,bmw m5,106350,2019,bmw,m5,sedan
619,bmw m6,119900,2019,bmw,m6,coupe
620,bmw x1,35950,2019,bmw,x1,sport utility
621,bmw x2,41425,2019,bmw,x2,sport utility
622,bmw x3,47825,2019,bmw,x3,sport utility
623,bmw x4,55450,2019,bmw,x4,sport utility
624,bmw x5,68225,2019,bmw,x5,sport utility
625,bmw x6,70925,2019,bmw,x6,sport utility
626,bmw x6 m,105700,2019,bmw,x6 m,sport utility
627,bmw i3,47975,2019,bmw,i3,hatchback
628,bmw i8,155400,2019,bmw,i8,convertible
629,bentley arnage,228490,2004,bentley,arnage,sedan
630,bentley continental,149990,2004,bentley,continental,coupe
631,bentley arnage,227490,2005,bentley,arnage,sedan
632,bentley continental,159990,2005,bentley,continental,coupe
633,bentley arnage,228490,2006,bentley,arnage,sedan
634,bentley azure,329990,2006,bentley,azure,convertible
635,bentley continental,177490,2006,bentley,continental,coupe
636,bentley arnage,242990,2007,bentley,arnage,sedan
637,bentley azure,329990,2007,bentley,azure,convertible
638,bentley continental,179990,2007,bentley,continental,coupe
639,bentley arnage,242990,2008,bentley,arnage,sedan
640,bentley azure,329990,2008,bentley,azure,convertible
641,bentley continental,185490,2008,bentley,continental,coupe
642,bentley arnage,246490,2009,bentley,arnage,sedan
643,bentley azure,334990,2009,bentley,azure,convertible
644,bentley brooklands,340990,2009,bentley,brooklands,coupe
645,bentley continental,202750,2009,bentley,continental,coupe
646,bentley azure,363000,2010,bentley,azure,convertible
647,bentley brooklands,340990,2010,bentley,brooklands,coupe
648,bentley continental,222300,2010,bentley,continental,coupe
649,bentley continental,230800,2011,bentley,continental,coupe
650,bentley mulsanne,285000,2011,bentley,mulsanne,sedan
651,bentley continental,238050,2012,bentley,continental,coupe
652,bentley mulsanne,290000,2012,bentley,mulsanne,sedan
653,bentley continental,233800,2013,bentley,continental,coupe
654,bentley mulsanne,296000,2013,bentley,mulsanne,sedan
655,bentley continental,208100,2014,bentley,continental,coupe
656,bentley flying spur,200500,2014,bentley,flying spur,sedan
657,bentley mulsanne,298900,2014,bentley,mulsanne,sedan
658,bentley continental,225550,2015,bentley,continental,coupe
659,bentley flying spur,211650,2015,bentley,flying spur,sedan
660,bentley mulsanne,303700,2015,bentley,mulsanne,sedan
661,bentley continental,230950,2016,bentley,continental,coupe
662,bentley flying spur,211650,2016,bentley,flying spur,sedan
663,bentley mulsanne,319650,2016,bentley,mulsanne,sedan
664,bentley bentayga,263250,2017,bentley,bentayga,sport utility
665,bentley continental,260550,2017,bentley,continental,coupe
666,bentley flying spur,216800,2017,bentley,flying spur,sedan
667,bentley mulsanne,333085,2017,bentley,mulsanne,sedan
668,bentley bentayga,246500,2018,bentley,bentayga,sport utility
669,bentley continental,270500,2018,bentley,continental,coupe
670,bentley flying spur,216800,2018,bentley,flying spur,sedan
671,bentley mulsanne,320135,2018,bentley,mulsanne,sedan
672,bentley bentayga,231500,2019,bentley,bentayga,sport utility
673,bentley mulsanne,333085,2019,bentley,mulsanne,sedan
674,buick century,21815,2004,buick,century,sedan
675,buick le sabre,29062,2004,buick,le sabre,sedan
676,buick park avenue,37837,2004,buick,park avenue,sedan
677,buick rainier,37145,2004,buick,rainier,sport utility
678,buick regal,26755,2004,buick,regal,wagon
679,buick rendezvous,28015,2004,buick,rendezvous,sport utility
680,buick century,22040,2005,buick,century,sedan
681,buick lacrosse,25585,2005,buick,lacrosse,sedan
682,buick le sabre,29555,2005,buick,le sabre,sedan
683,buick park avenue,38142,2005,buick,park avenue,sedan
684,buick rainier,34697,2005,buick,rainier,sport utility
685,buick rendezvous,28375,2005,buick,rendezvous,sport utility
686,buick terraza,30982,2005,buick,terraza,van
687,buick lacrosse,24580,2006,buick,lacrosse,sedan
688,buick lucerne,29765,2006,buick,lucerne,sedan
689,buick rainier,31580,2006,buick,rainier,sport utility
690,buick rendezvous,26030,2006,buick,rendezvous,sport utility
691,buick terraza,30250,2006,buick,terraza,van
692,buick lacrosse,24727,2007,buick,lacrosse,sedan
693,buick lucerne,30260,2007,buick,lucerne,sedan
694,buick rainier,32560,2007,buick,rainier,sport utility
695,buick rendezvous,26977,2007,buick,rendezvous,sport utility
696,buick terraza,28720,2007,buick,terraza,van
697,buick enclave,34915,2008,buick,enclave,sport utility
698,buick lacrosse,28315,2008,buick,lacrosse,sedan
699,buick lucerne,33127,2008,buick,lucerne,sedan
700,buick enclave,37225,2009,buick,enclave,sport utility
701,buick lacrosse,29722,2009,buick,lacrosse,sedan
702,buick lucerne,34735,2009,buick,lucerne,sedan
703,buick enclave,39755,2010,buick,enclave,sport utility
704,buick lacrosse,29630,2010,buick,lacrosse,sedan
705,buick lucerne,35872,2010,buick,lucerne,sedan
706,buick enclave,40105,2011,buick,enclave,sport utility
707,buick lacrosse,30515,2011,buick,lacrosse,sedan
708,buick lucerne,37095,2011,buick,lucerne,sedan
709,buick regal,27610,2011,buick,regal,wagon
710,buick enclave,41132,2012,buick,enclave,sport utility
711,buick lacrosse,34495,2012,buick,lacrosse,sedan
712,buick regal,30945,2012,buick,regal,wagon
713,buick verano,24275,2012,buick,verano,sedan
714,buick enclave,43035,2013,buick,enclave,sport utility
715,buick encore,26945,2013,buick,encore,sport utility
716,buick lacrosse,35450,2013,buick,lacrosse,sedan
717,buick regal,31997,2013,buick,regal,wagon
718,buick verano,26092,2013,buick,verano,sedan
719,buick enclave,43677,2014,buick,enclave,sport utility
720,buick encore,27312,2014,buick,encore,sport utility
721,buick lacrosse,36910,2014,buick,lacrosse,sedan
722,buick regal,34480,2014,buick,regal,wagon
723,buick verano,26382,2014,buick,verano,sedan
724,buick enclave,44177,2015,buick,enclave,sport utility
725,buick encore,27500,2015,buick,encore,sport utility
726,buick lacrosse,35782,2015,buick,lacrosse,sedan
727,buick regal,33437,2015,buick,regal,wagon
728,buick verano,25140,2015,buick,verano,sedan
729,buick cascada,34565,2016,buick,cascada,convertible
730,buick enclave,44290,2016,buick,enclave,sport utility
731,buick encore,27675,2016,buick,encore,sport utility
732,buick envision,43390,2016,buick,envision,sport utility
733,buick lacrosse,35870,2016,buick,lacrosse,sedan
734,buick regal,31777,2016,buick,regal,wagon
735,buick verano,24867,2016,buick,verano,sedan
736,buick cascada,35065,2017,buick,cascada,convertible
737,buick enclave,44345,2017,buick,enclave,sport utility
738,buick encore,27477,2017,buick,encore,sport utility
739,buick envision,39512,2017,buick,envision,sport utility
740,buick lacrosse,37665,2017,buick,lacrosse,sedan
741,buick regal,31802,2017,buick,regal,wagon
742,buick verano,23810,2017,buick,verano,sedan
743,buick cascada,35067,2018,buick,cascada,convertible
744,buick enclave,47897,2018,buick,enclave,sport utility
745,buick encore,27545,2018,buick,encore,sport utility
746,buick envision,39477,2018,buick,envision,sport utility
747,buick lacrosse,38317,2018,buick,lacrosse,sedan
748,buick regal,32030,2018,buick,regal,wagon
749,buick cascada,35070,2019,buick,cascada,convertible
750,buick enclave,47900,2019,buick,enclave,sport utility
751,buick encore,27000,2019,buick,encore,sport utility
752,buick envision,37797,2019,buick,envision,sport utility
753,buick lacrosse,38320,2019,buick,lacrosse,sedan
754,buick regal,32070,2019,buick,regal,wagon
755,cadillac cts,39975,2004,cadillac,cts,sedan
756,cadillac de ville,48175,2004,cadillac,de ville,sedan
757,cadillac escalade,54085,2004,cadillac,escalade,sport utility
758,cadillac escalade esv,63620,2004,cadillac,escalade esv,sport utility
759,cadillac escalade ext,52815,2004,cadillac,escalade ext,truck
760,cadillac srx,42295,2004,cadillac,srx,sport utility
761,cadillac seville,45975,2004,cadillac,seville,sedan
762,cadillac xlr,75385,2004,cadillac,xlr,convertible
763,cadillac cts,39840,2005,cadillac,cts,sedan
764,cadillac de ville,48822,2005,cadillac,de ville,sedan
765,cadillac escalade,55127,2005,cadillac,escalade,sport utility
766,cadillac escalade esv,64490,2005,cadillac,escalade esv,sport utility
767,cadillac escalade ext,53335,2005,cadillac,escalade ext,truck
768,cadillac srx,44237,2005,cadillac,srx,sport utility
769,cadillac sts,43775,2005,cadillac,sts,sedan
770,cadillac xlr,75835,2005,cadillac,xlr,convertible
771,cadillac cts,39972,2006,cadillac,cts,sedan
772,cadillac dts,45445,2006,cadillac,dts,sedan
773,cadillac escalade,55127,2006,cadillac,escalade,sport utility
774,cadillac escalade esv,64490,2006,cadillac,escalade esv,sport utility
775,cadillac escalade ext,53335,2006,cadillac,escalade ext,truck
776,cadillac srx,40270,2006,cadillac,srx,sport utility
777,cadillac sts,57645,2006,cadillac,sts,sedan
778,cadillac xlr,86982,2006,cadillac,xlr,convertible
779,cadillac cts,40675,2007,cadillac,cts,sedan
780,cadillac dts,45210,2007,cadillac,dts,sedan
781,cadillac escalade,55947,2007,cadillac,escalade,sport utility
782,cadillac escalade esv,59640,2007,cadillac,escalade esv,sport utility
783,cadillac escalade ext,54145,2007,cadillac,escalade ext,truck
784,cadillac srx,40327,2007,cadillac,srx,sport utility
785,cadillac sts,58700,2007,cadillac,sts,sedan
786,cadillac xlr,87897,2007,cadillac,xlr,convertible
787,cadillac cts,34825,2008,cadillac,cts,sedan
788,cadillac dts,46925,2008,cadillac,dts,sedan
789,cadillac escalade,57240,2008,cadillac,escalade,sport utility
790,cadillac escalade esv,59740,2008,cadillac,escalade esv,sport utility
791,cadillac escalade ext,54890,2008,cadillac,escalade ext,truck
792,cadillac srx,41605,2008,cadillac,srx,sport utility
793,cadillac sts,61275,2008,cadillac,sts,sedan
794,cadillac xlr,89905,2008,cadillac,xlr,convertible
795,cadillac cts,47567,2009,cadillac,cts,sedan
796,cadillac dts,50255,2009,cadillac,dts,sedan
797,cadillac escalade,74820,2009,cadillac,escalade,sport utility
798,cadillac escalade esv,75600,2009,cadillac,escalade esv,sport utility
799,cadillac escalade ext,61130,2009,cadillac,escalade ext,truck
800,cadillac srx,43960,2009,cadillac,srx,sport utility
801,cadillac sts,64320,2009,cadillac,sts,sedan
802,cadillac xlr,95215,2009,cadillac,xlr,convertible
803,cadillac cts,47942,2010,cadillac,cts,sedan
804,cadillac dts,52877,2010,cadillac,dts,sedan
805,cadillac escalade,75110,2010,cadillac,escalade,sport utility
806,cadillac escalade esv,75890,2010,cadillac,escalade esv,sport utility
807,cadillac escalade ext,65210,2010,cadillac,escalade ext,truck
808,cadillac srx,42845,2010,cadillac,srx,sport utility
809,cadillac sts,57815,2010,cadillac,sts,sedan
810,cadillac cts,48852,2011,cadillac,cts,sedan
811,cadillac dts,53277,2011,cadillac,dts,sedan
812,cadillac escalade,75945,2011,cadillac,escalade,sport utility
813,cadillac escalade esv,76870,2011,cadillac,escalade esv,sport utility
814,cadillac escalade ext,65950,2011,cadillac,escalade ext,truck
815,cadillac srx,43487,2011,cadillac,srx,sport utility
816,cadillac sts,51830,2011,cadillac,sts,sedan
817,cadillac cts,49565,2012,cadillac,cts,sedan
818,cadillac escalade,74507,2012,cadillac,escalade,sport utility
819,cadillac escalade esv,75432,2012,cadillac,escalade esv,sport utility
820,cadillac escalade ext,66350,2012,cadillac,escalade ext,truck
821,cadillac srx,42785,2012,cadillac,srx,sport utility
822,cadillac ats,40445,2013,cadillac,ats,coupe
823,cadillac cts,51060,2013,cadillac,cts,sedan
824,cadillac escalade,75082,2013,cadillac,escalade,sport utility
825,cadillac escalade esv,76007,2013,cadillac,escalade esv,sport utility
826,cadillac escalade ext,66350,2013,cadillac,escalade ext,truck
827,cadillac srx,44030,2013,cadillac,srx,sport utility
828,cadillac xts,52230,2013,cadillac,xts,sedan
829,cadillac ats,40630,2014,cadillac,ats,coupe
830,cadillac cts,54282,2014,cadillac,cts,sedan
831,cadillac elr,75000,2014,cadillac,elr,coupe
832,cadillac escalade,73407,2014,cadillac,escalade,sport utility
833,cadillac escalade esv,76007,2014,cadillac,escalade esv,sport utility
834,cadillac srx,44380,2014,cadillac,srx,sport utility
835,cadillac xts,56847,2014,cadillac,xts,sedan
836,cadillac ats,47940,2015,cadillac,ats,coupe
837,cadillac cts,57622,2015,cadillac,cts,sedan
838,cadillac escalade,82422,2015,cadillac,escalade,sport utility
839,cadillac escalade esv,85422,2015,cadillac,escalade esv,sport utility
840,cadillac srx,44667,2015,cadillac,srx,sport utility
841,cadillac xts,57222,2015,cadillac,xts,sedan
842,cadillac ats,42580,2016,cadillac,ats,coupe
843,cadillac ct6,70480,2016,cadillac,ct6,sedan
844,cadillac cts,64777,2016,cadillac,cts,sedan
845,cadillac elr,65000,2016,cadillac,elr,coupe
846,cadillac escalade,82460,2016,cadillac,escalade,sport utility
847,cadillac escalade esv,85460,2016,cadillac,escalade esv,sport utility
848,cadillac srx,44667,2016,cadillac,srx,sport utility
849,cadillac xts,58807,2016,cadillac,xts,sedan
850,cadillac ats,48745,2017,cadillac,ats,coupe
851,cadillac ct6,70795,2017,cadillac,ct6,sedan
852,cadillac cts,65995,2017,cadillac,cts,sedan
853,cadillac escalade,84295,2017,cadillac,escalade,sport utility
854,cadillac escalade esv,87295,2017,cadillac,escalade esv,sport utility
855,cadillac xt5,51145,2017,cadillac,xt5,sport utility
856,cadillac xts,59145,2017,cadillac,xts,sedan
857,cadillac ats,49645,2018,cadillac,ats,coupe
858,cadillac ct6,71195,2018,cadillac,ct6,sedan
859,cadillac cts,66495,2018,cadillac,cts,sedan
860,cadillac escalade,85745,2018,cadillac,escalade,sport utility
861,cadillac escalade esv,88745,2018,cadillac,escalade esv,sport utility
862,cadillac xt5,51995,2018,cadillac,xt5,sport utility
863,cadillac xts,59445,2018,cadillac,xts,sedan
864,cadillac ats,53395,2019,cadillac,ats,coupe
865,cadillac ct6,69145,2019,cadillac,ct6,sedan
866,cadillac cts,66995,2019,cadillac,cts,sedan
867,cadillac escalade,86245,2019,cadillac,escalade,sport utility
868,cadillac escalade esv,89245,2019,cadillac,escalade esv,sport utility
869,cadillac xt4,38295,2019,cadillac,xt4,sport utility
870,cadillac xt5,53795,2019,cadillac,xt5,sport utility
871,cadillac xts,59945,2019,cadillac,xts,sedan
872,chevrolet astro,24445,2004,chevrolet,astro,van
873,chevrolet avalanche,35602,2004,chevrolet,avalanche,truck
874,chevrolet aveo,10797,2004,chevrolet,aveo,sedan
875,chevrolet blazer,24142,2004,chevrolet,blazer,sport utility
876,chevrolet cavalier,13872,2004,chevrolet,cavalier,coupe
877,chevrolet colorado,21915,2004,chevrolet,colorado,truck
878,chevrolet corvette,48010,2004,chevrolet,corvette,convertible
879,chevrolet express 1500,26200,2004,chevrolet,express 1500,van
880,chevrolet express 2500,26000,2004,chevrolet,express 2500,van
881,chevrolet express 3500,28529,2004,chevrolet,express 3500,van
882,chevrolet impala,24665,2004,chevrolet,impala,sedan
883,chevrolet malibu,21435,2004,chevrolet,malibu,sedan
884,chevrolet monte carlo,24530,2004,chevrolet,monte carlo,coupe
885,chevrolet s10 pickup,24660,2004,chevrolet,s10 pickup,truck
886,chevrolet ssr,41620,2004,chevrolet,ssr,truck
887,chevrolet silverado 1500,29725,2004,chevrolet,silverado 1500,truck
888,chevrolet silverado 2500,31972,2004,chevrolet,silverado 2500,truck
889,chevrolet silverado 3500,34700,2004,chevrolet,silverado 3500,truck
890,chevrolet suburban,39850,2004,chevrolet,suburban,sport utility
891,chevrolet tahoe,36150,2004,chevrolet,tahoe,sport utility
892,chevrolet tracker,21290,2004,chevrolet,tracker,sport utility
893,chevrolet trailblazer,29895,2004,chevrolet,trailblazer,sport utility
894,chevrolet trailblazer ext,32145,2004,chevrolet,trailblazer ext,sport utility
895,chevrolet venture,27550,2004,chevrolet,venture,van
896,chevrolet astro,24680,2005,chevrolet,astro,van
897,chevrolet avalanche,36215,2005,chevrolet,avalanche,truck
898,chevrolet aveo,11160,2005,chevrolet,aveo,sedan
899,chevrolet blazer,24392,2005,chevrolet,blazer,sport utility
900,chevrolet cavalier,14017,2005,chevrolet,cavalier,coupe
901,chevrolet cobalt,17527,2005,chevrolet,cobalt,coupe
902,chevrolet colorado,21822,2005,chevrolet,colorado,truck
903,chevrolet corvette,47577,2005,chevrolet,corvette,convertible
904,chevrolet equinox,22990,2005,chevrolet,equinox,sport utility
905,chevrolet express 1500,26487,2005,chevrolet,express 1500,van
906,chevrolet express 2500,26212,2005,chevrolet,express 2500,van
